character,film,line,processed_lines,line_count,neg,neu,pos,compound
VADER,EpisodeVI,"Give yourself to the dark side. It is the only way you can save your friends. Yes, your thoughts betray you. Your feelings for them are strong. Especially for...","['give', 'dark', 'side', 'way', 'save', 'friends', 'yes', 'thoughts', 'betray', 'feelings', 'strong', 'especially']",43,0.104,0.593,0.304,0.7964
VADER,EpisodeVI,"Sister! So...you have a twin sister. Your feelings have now betrayed her, too. Obi-Wan was wise to hide her from me. Now his failure is complete. If you will not turn to the dark side, then perhaps she will.","['sister', 'soyou', 'twin', 'sister', 'feelings', 'now', 'betrayed', 'obiwan', 'wise', 'hide', 'now', 'failure', 'complete', 'will', 'turn', 'dark', 'side', 'perhaps', 'will']",43,0.196,0.739,0.065,-0.7345
LUKE,EpisodeVI,Never-r-r!,['neverrr'],112,0.0,1.0,0.0,0.0
EMPEROR,EpisodeVI,"Good! Your hate has made you powerful. Now, fulfill your destiny and take your father's place at my side!","['good', 'hate', 'made', 'powerful', 'now', 'fulfill', 'destiny', 'take', 'fathers', 'place', 'side']",39,0.133,0.538,0.329,0.6688
LUKE,EpisodeVI,"Never! I'll never turn to the dark side. You've failed, Your Highness. I am a Jedi, like my father before me.","['never', 'never', 'turn', 'dark', 'side', 'failed', 'highness', 'jedi', 'father']",112,0.143,0.757,0.1,-0.2714
EMPEROR,EpisodeVI,So be it...Jedi.,['itjedi'],39,0.0,1.0,0.0,0.0
HAN,EpisodeVI,Move! Move!,"['move', 'move']",124,0.0,1.0,0.0,0.0
ACKBAR,EpisodeVI,The shield is down! Commence attack on the Death Star's main reactor.,"['shield', 'commence', 'attack', 'death', 'stars', 'main', 'reactor']",14,0.422,0.578,0.0,-0.807
LANDO,EpisodeVI,"We're on our way. Red Group, Gold Group, all fighters follow me.  Told you they'd do it!","['way', 'red', 'group', 'gold', 'group', 'fighters', 'follow', 'told']",40,0.085,0.915,0.0,-0.126
EMPEROR,EpisodeVI,"If you will not be turned, you will be destroyed.","['will', 'turned', 'will', 'destroyed']",39,0.262,0.738,0.0,-0.4939
EMPEROR,EpisodeVI,"Young fool...only now, at the end, do you understand.","['young', 'foolonly', 'now', 'end', 'understand']",39,0.0,1.0,0.0,0.0
EMPEROR,EpisodeVI,Your feeble skills are no match for the power of the dark side. You have paid the price for your lack of vision.,"['feeble', 'skills', 'match', 'power', 'dark', 'side', 'paid', 'price', 'lack', 'vision']",39,0.242,0.686,0.072,-0.5719
LUKE,EpisodeVI,"Father, please. Help me.","['father', 'please', 'help']",112,0.0,0.286,0.714,0.6124
EMPEROR,EpisodeVI,"Now, young Skywalker...you will die.","['now', 'young', 'skywalkeryou', 'will', 'die']",39,0.494,0.506,0.0,-0.5994
WEDGE,EpisodeVI,I'm going in.,['going'],11,0.0,1.0,0.0,0.0
LANDO,EpisodeVI,Here goes nothing.,"['goes', 'nothing']",40,0.0,1.0,0.0,0.0
LANDO,EpisodeVI,Now lock onto the strongest power source. It should be the power generator.,"['now', 'lock', 'onto', 'strongest', 'power', 'source', 'power', 'generator']",40,0.0,0.805,0.195,0.4404
WEDGE,EpisodeVI,Form up. And stay alert. We could run out of space real fast.,"['form', 'stay', 'alert', 'run', 'space', 'real', 'fast']",11,0.0,0.845,0.155,0.296
LANDO,EpisodeVI,Split up and head back to the surface. See if you can get a few of those TIE fighters to follow you.,"['split', 'head', 'back', 'surface', 'see', 'tie', 'fighters', 'follow']",40,0.054,0.946,0.0,-0.0516
PILOT,EpisodeVI,"Copy, Gold Leader.","['copy', 'gold', 'leader']",1,0.0,1.0,0.0,0.0
LANDO,EpisodeVI,That was too close.,['close'],40,0.0,1.0,0.0,0.0
ACKBAR,EpisodeVI,We've got to give those fighters more time. Concentrate all fire on that Super Star Destroyer.,"['got', 'give', 'fighters', 'time', 'concentrate', 'fire', 'super', 'star', 'destroyer']",14,0.293,0.533,0.173,-0.1779
CONTROLLER,EpisodeVI,"Sir, we've lost our bridge deflector shield.","['sir', 'lost', 'bridge', 'deflector', 'shield']",5,0.277,0.723,0.0,-0.3182
PIETT,EpisodeVI,Intensify the forward batteries. I don't want anything to get through.,"['intensify', 'forward', 'batteries', 'want', 'anything']",8,0.109,0.891,0.0,-0.0572
PIETT,EpisodeVI,Intensify forward firepower!,"['intensify', 'forward', 'firepower']",8,0.0,1.0,0.0,0.0
COMMANDER,EpisodeVI,It's too late!,['late'],7,0.0,1.0,0.0,0.0
VADER,EpisodeVI,"Luke, help me take this mask off.","['luke', 'help', 'take', 'mask']",43,0.0,0.69,0.31,0.4019
LURE,EpisodeVI,But you'll die.,['die'],1,0.728,0.272,0.0,-0.7469
VADER,EpisodeVI,Nothing can stop that now. Just for once... let me look on you with my own eyes.,"['nothing', 'stop', 'now', 'let', 'look', 'eyes']",43,0.0,0.894,0.106,0.2235
ANAKIN,EpisodeVI,"Now...go, my son. Leave me.","['nowgo', 'son', 'leave']",2,0.231,0.769,0.0,-0.0516
LUKE,EpisodeVI,No. You're coming with me. I can't leave you here. I've got to save you.,"['coming', 'leave', 'got', 'save']",112,0.0,0.749,0.251,0.5184
ANAKIN,EpisodeVI,"You already have, Luke. You were right about me. Tell your sister...you were right.","['already', 'luke', 'right', 'tell', 'sisteryou', 'right']",2,0.0,1.0,0.0,0.0
LUKE,EpisodeVI,Father... I won't leave you.,"['father', 'leave']",112,0.0,0.777,0.223,0.0382
WEDGE,EpisodeVI,There it is!,[],11,0.0,1.0,0.0,0.0
LANDO,EpisodeVI,"All right, Wedge. Go for the power regulator on the north tower.","['right', 'wedge', 'go', 'power', 'regulator', 'north', 'tower']",40,0.0,1.0,0.0,0.0
WEDGE,EpisodeVI,"Copy, Gold Leader. I'm already on my way out.","['copy', 'gold', 'leader', 'already', 'way']",11,0.0,1.0,0.0,0.0
ACKBAR,EpisodeVI,Move the fleet away from the Death Star.,"['move', 'fleet', 'away', 'death', 'star']",14,0.358,0.642,0.0,-0.5994
LANDO,EpisodeVI,"Wedge, I don't think we're going to make it.","['wedge', 'think', 'going', 'make']",40,0.0,1.0,0.0,0.0
WEDGE,EpisodeVI,You'll make it. Just follow me Gold Leader.,"['make', 'follow', 'gold', 'leader']",11,0.0,1.0,0.0,0.0
LANDO,EpisodeVI,I promised to return his ship without a scratch...I sure hope that old pirate forgives me.,"['promised', 'return', 'ship', 'without', 'scratchi', 'sure', 'hope', 'old', 'pirate', 'forgives']",40,0.089,0.544,0.367,0.7301
HAN,EpisodeVI,Lando...,['lando'],124,0.0,1.0,0.0,0.0
THREEPIO,EpisodeVI,They did it!,[],90,0.0,1.0,0.0,0.0
LUKE,EpisodeV,"Echo Three to Echo Seven. Han, old buddy, do you  read me?","['echo', 'three', 'echo', 'seven', 'han', 'old', 'buddy', 'read']",128,0.0,1.0,0.0,0.0
HAN,EpisodeV,"Loud and clear, kid. What's up?","['loud', 'clear', 'kid']",182,0.0,0.658,0.342,0.3818
LUKE,EpisodeV,"Well, I finished my circle. I don't pick up any  life readings.","['finished', 'circle', 'pick', 'life', 'readings']",128,0.0,0.84,0.16,0.2732
HAN,EpisodeV,There isn't enough life on this ice cube to fill a  space cruiser. The sensors are placed. I'm going back.,"['enough', 'life', 'ice', 'cube', 'fill', 'space', 'cruiser', 'sensors', 'placed', 'going', 'back']",182,0.0,1.0,0.0,0.0
LUKE,EpisodeV,Right. I'll see you shortly. There's a meteorite  that hit the ground near here. I want to check it out. It won't take long.,"['right', 'see', 'shortly', 'meteorite', 'hit', 'ground', 'near', 'want', 'check', 'take', 'long']",128,0.0,0.947,0.053,0.0772
LUKE,EpisodeV,"Hey, steady girl. What's the matter? You smell something?","['hey', 'steady', 'girl', 'matter', 'smell', 'something']",128,0.0,0.846,0.154,0.1179
LUKE,EpisodeV,Aaargh!,['aaargh'],128,0.0,1.0,0.0,0.0
HAN,EpisodeV,Chewie!,['chewie'],182,0.0,1.0,0.0,0.0
HAN,EpisodeV,"All right, don't lose your temper. I'll come right back and give  you a hand.","['right', 'lose', 'temper', 'come', 'right', 'back', 'give', 'hand']",182,0.0,0.606,0.394,0.7776
RIEEKAN,EpisodeV,Solo?,['solo'],13,0.0,1.0,0.0,0.0
HAN,EpisodeV,"No sign of life out there, General. The sensors are in place.  You'll know if anything comes around.","['sign', 'life', 'general', 'sensors', 'place', 'know', 'anything', 'comes', 'around']",182,0.115,0.885,0.0,-0.296
RIEEKAN,EpisodeV,Commander Skywalker reported in yet?,"['commander', 'skywalker', 'reported', 'yet']",13,0.0,1.0,0.0,0.0
HAN,EpisodeV,No. He's checking out a meteorite that hit near him.,"['checking', 'meteorite', 'hit', 'near']",182,0.0,1.0,0.0,0.0
RIEEKAN,EpisodeV,"With all the meteor activity in this  system, it's going to be difficult to spot approaching ships.","['meteor', 'activity', 'system', 'going', 'difficult', 'spot', 'approaching', 'ships']",13,0.135,0.865,0.0,-0.3612
HAN,EpisodeV,"General, I've got to leave. I can't stay anymore.","['general', 'got', 'leave', 'stay', 'anymore']",182,0.13,0.87,0.0,-0.0516
RIEEKAN,EpisodeV,I'm sorry to hear that.,"['sorry', 'hear']",13,0.245,0.755,0.0,-0.0772
HAN,EpisodeV,"Well, there's a price on my head. If I don't pay off Jabba the  Hut, I'm a dead man.","['price', 'head', 'pay', 'jabba', 'hut', 'dead', 'man']",182,0.181,0.675,0.143,-0.4412
RIEEKAN,EpisodeV,"A death mark's not an easy thing to live with. You're a good  fighter, Solo. I hate to lose you.","['death', 'marks', 'easy', 'thing', 'live', 'good', 'fighter', 'solo', 'hate', 'lose']",13,0.407,0.449,0.144,-0.8484
HAN,EpisodeV,"Thank you, General.","['thank', 'general']",182,0.0,0.444,0.556,0.3612
HAN,EpisodeV,"Well, Your Highness, I guess this is it.","['highness', 'guess']",182,0.0,0.769,0.231,0.2732
LEIA,EpisodeV,That's right.,['right'],114,0.0,1.0,0.0,0.0
HAN,EpisodeV,"Well, don't get all mushy on me. So long, Princess.","['mushy', 'long', 'princess']",182,0.0,0.811,0.189,0.2732
LEIA,EpisodeV,Han!,['han'],114,0.0,1.0,0.0,0.0
HAN,EpisodeV,"Yes, Your Highnessness?","['yes', 'highnessness']",182,0.0,0.426,0.574,0.4019
LEIA,EpisodeV,I thought you decided to stay.,"['thought', 'decided', 'stay']",114,0.0,1.0,0.0,0.0
HAN,EpisodeV,"Well, the bounty hunter we ran into on Ord Mantell changed my  mind.","['bounty', 'hunter', 'ran', 'ord', 'mantell', 'changed', 'mind']",182,0.0,0.851,0.149,0.2732
LEIA,EpisodeV,"Han, we need you!","['han', 'need']",114,0.0,1.0,0.0,0.0
HAN,EpisodeV,We?,[],182,0.0,1.0,0.0,0.0
LEIA,EpisodeV,Yes.,['yes'],114,0.0,0.0,1.0,0.4019
HAN,EpisodeV,"Oh, what about you need?","['oh', 'need']",182,0.0,1.0,0.0,0.0
LEIA,EpisodeV,I need? I don't know what you're talking about.,"['need', 'know', 'talking']",114,0.0,1.0,0.0,0.0
HAN,EpisodeV,You probably don't.,['probably'],182,0.0,1.0,0.0,0.0
LEIA,EpisodeV,And what precisely am I supposed to know?,"['precisely', 'supposed', 'know']",114,0.0,1.0,0.0,0.0
HAN,EpisodeV,Come on! You want me to stay because of the way you feel about  me.,"['come', 'want', 'stay', 'way', 'feel']",182,0.0,0.898,0.102,0.1511
LEIA,EpisodeV,Yes. You're a great help to us. You're a natural leader...,"['yes', 'great', 'help', 'us', 'natural', 'leader']",114,0.0,0.368,0.632,0.9001
HAN,EpisodeV,No! That's not it. Come on. Aahhh -- uh huh! Come on.,"['come', 'aahhh', 'uh', 'huh', 'come']",182,0.0,1.0,0.0,0.0
LEIA,EpisodeV,You're imagining things.,"['imagining', 'things']",114,0.0,1.0,0.0,0.0
HAN,EpisodeV,Am I? Then why are you following me? Afraid I was going to leave  without giving you a goodbye kiss?,"['following', 'afraid', 'going', 'leave', 'without', 'giving', 'goodbye', 'kiss']",182,0.16,0.721,0.119,0.2741
LEIA,EpisodeV,I'd just as soon kiss a Wookiee.,"['soon', 'kiss', 'wookiee']",114,0.0,0.682,0.318,0.4215
HAN,EpisodeV,I can arrange that. You could use a good kiss!,"['arrange', 'use', 'good', 'kiss']",182,0.0,0.572,0.428,0.7177
THREEPIO,EpisodeV,Don't try to blame me. I didn't ask you to turn on the  thermal heater. I merely commented that it was freezing in the princess's chamber. But it's supposed to be freezing. How are we going to dry out all her clothes? I really don't know.,"['try', 'blame', 'ask', 'turn', 'thermal', 'heater', 'merely', 'commented', 'freezing', 'princesss', 'chamber', 'supposed', 'freezing', 'going', 'dry', 'clothes', 'really', 'know']",92,0.059,0.909,0.032,-0.0726
THREEPIO,EpisodeV,"Oh, switch off.","['oh', 'switch']",92,0.0,1.0,0.0,0.0
HAN,EpisodeV,Why do you take this apart now? I'm trying to get us  out of here and you pull both of these.,"['take', 'apart', 'now', 'trying', 'us', 'pull']",182,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"Excuse me, sir.","['excuse', 'sir']",92,0.0,0.606,0.394,0.0772
HAN,EpisodeV,Put them back together right now.,"['put', 'back', 'together', 'right', 'now']",182,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"Might I have a word with you, please?","['might', 'word', 'please']",92,0.0,0.753,0.247,0.3182
HAN,EpisodeV,What do you want?,['want'],182,0.0,0.698,0.302,0.0772
THREEPIO,EpisodeV,"Well, it's Princess Leia, sir. She's been trying to get you  on the communicator.","['princess', 'leia', 'sir', 'trying', 'communicator']",92,0.0,0.861,0.139,0.2732
HAN,EpisodeV,I turned it off. I don't want to talk to her.,"['turned', 'want', 'talk']",182,0.109,0.891,0.0,-0.0572
THREEPIO,EpisodeV,"Oh. Well, Princess Leia is wondering about Master Luke. He  hasn't come back yet. She doesn't know where he is.","['oh', 'princess', 'leia', 'wondering', 'master', 'luke', 'come', 'back', 'yet', 'know']",92,0.0,0.9,0.1,0.2732
HAN,EpisodeV,I don't know where he is.,['know'],182,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,Nobody knows where he is.,"['nobody', 'knows']",92,0.0,1.0,0.0,0.0
HAN,EpisodeV,"What do you mean, \nobody knows\?","['mean', 'nobody', 'knows']",182,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"Well, uh, you see...","['uh', 'see']",92,0.0,0.588,0.412,0.2732
HAN,EpisodeV,Deck Officer. Deck Officer!,"['deck', 'officer', 'deck', 'officer']",182,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"Excuse me, sir. Might I inqu-...","['excuse', 'sir', 'might', 'inqu']",92,0.0,0.794,0.206,0.0772
HAN,EpisodeV,Do you know where Commander Skywalker is?,"['know', 'commander', 'skywalker']",182,0.0,1.0,0.0,0.0
HAN,EpisodeV,It's possible? Why don't you go find out? It's getting dark out  there.,"['possible', 'go', 'find', 'getting', 'dark']",182,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"Excuse me, sir. Might I inquire what's going on?","['excuse', 'sir', 'might', 'inquire', 'going']",92,0.0,0.86,0.14,0.0772
HAN,EpisodeV,Why not?,[],182,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"Impossible man. Come along, Artoo, lets find Princess Leia.  Between ourselves, I think Master Luke is in considerable danger.","['impossible', 'man', 'come', 'along', 'artoo', 'find', 'princess', 'leia', 'think', 'master', 'luke', 'considerable', 'danger']",92,0.17,0.83,0.0,-0.5709
HAN,EpisodeV,Not likely. Are the speeders ready?,"['likely', 'speeders', 'ready']",182,0.0,0.667,0.333,0.3612
HAN,EpisodeV,Then we'll have to go out on Tauntauns.,"['go', 'tauntauns']",182,0.0,1.0,0.0,0.0
HAN,EpisodeV,That's right. And my friends out in it.,"['right', 'friends']",182,0.0,0.693,0.307,0.4767
HAN,EpisodeV,Then I'll see you in hell!,['see'],182,0.495,0.505,0.0,-0.7088
THREEPIO,EpisodeV,"You must come along now, Artoo. There's really nothing more  we can do. And my joints are freezing up.","['must', 'come', 'along', 'now', 'artoo', 'really', 'nothing', 'joints', 'freezing']",92,0.072,0.928,0.0,-0.1027
THREEPIO,EpisodeV,"Don't say thing like that! Of course we'll see Master Luke  again. He'll be quite all right, you'll see.  Stupid little short-circuit. He'll be quite all right.","['say', 'thing', 'course', 'see', 'master', 'luke', 'quite', 'right', 'see', 'stupid', 'little', 'shortcircuit', 'quite', 'right']",92,0.188,0.812,0.0,-0.7005
LIEUTENANT,EpisodeV,"Sir, all the patrols are in. There's still no contact from  Skywalker or Solo.","['sir', 'patrols', 'still', 'contact', 'skywalker', 'solo']",2,0.145,0.855,0.0,-0.296
THREEPIO,EpisodeV,"Mistress Leia, Artoo says he's been quite unable to pick up  any signals, although he does admit that his own range is far too weak to abandon all hope.","['mistress', 'leia', 'artoo', 'says', 'quite', 'unable', 'pick', 'signals', 'although', 'admit', 'range', 'far', 'weak', 'abandon', 'hope']",92,0.163,0.704,0.132,-0.2732
DERLIN,EpisodeV,"Your Highness, there's nothing more we can do tonight. The  shield doors must be closed.","['highness', 'nothing', 'tonight', 'shield', 'doors', 'must', 'closed']",3,0.0,1.0,0.0,0.0
DERLIN,EpisodeV,Close the doors.,"['close', 'doors']",3,0.0,1.0,0.0,0.0
LIEUTENANT,EpisodeV,"Yes, sir.","['yes', 'sir']",2,0.0,0.27,0.73,0.4019
THREEPIO,EpisodeV,Artoo says the chances of survival are seven hundred  seventy-five...to one.,"['artoo', 'says', 'chances', 'survival', 'seven', 'hundred', 'seventyfiveto', 'one']",92,0.0,0.847,0.153,0.2023
THREEPIO,EpisodeV,"Actually, Artoo has been known to make mistakes...from time  to time. Oh, dear, oh, dear. Don't worry about Master Luke. I'm sure he'll be all right. He's quite clever, you know...for a human being.","['actually', 'artoo', 'known', 'make', 'mistakesfrom', 'time', 'time', 'oh', 'dear', 'oh', 'dear', 'worry', 'master', 'luke', 'sure', 'right', 'quite', 'clever', 'knowfor', 'human']",92,0.0,0.687,0.313,0.9042
BEN,EpisodeV,Luke...Luke.,['lukeluke'],15,0.0,1.0,0.0,0.0
LUKE,EpisodeV,Ben?,['ben'],128,0.0,1.0,0.0,0.0
BEN,EpisodeV,You will go to the Dagobah system.,"['will', 'go', 'dagobah', 'system']",15,0.0,1.0,0.0,0.0
LUKE,EpisodeV,Dagobah system?,"['dagobah', 'system']",128,0.0,1.0,0.0,0.0
BEN,EpisodeV,"There you will learn from Yoda, the Jedi Master who instructed  me.","['will', 'learn', 'yoda', 'jedi', 'master', 'instructed']",15,0.0,1.0,0.0,0.0
LUKE,EpisodeV,Ben...Ben.,['benben'],128,0.0,1.0,0.0,0.0
HAN,EpisodeV,"Luke! Luke! Don't do this, Luke. Come on, give me a sign here.","['luke', 'luke', 'luke', 'come', 'give', 'sign']",182,0.0,1.0,0.0,0.0
HAN,EpisodeV,Not much time.,"['much', 'time']",182,0.0,1.0,0.0,0.0
LUKE,EpisodeV,Ben...Ben...,['benben'],128,0.0,1.0,0.0,0.0
HAN,EpisodeV,"Hang on, kid.","['hang', 'kid']",182,0.0,1.0,0.0,0.0
LUKE,EpisodeV,Dagobah system...,"['dagobah', 'system']",128,0.0,1.0,0.0,0.0
HAN,EpisodeV,Whew...,['whew'],182,0.0,1.0,0.0,0.0
LUKE,EpisodeV,Dagobah...,['dagobah'],128,0.0,1.0,0.0,0.0
HAN,EpisodeV,"This may smell bad, kid...","['may', 'smell', 'bad', 'kid']",182,0.467,0.533,0.0,-0.5423
LUKE,EpisodeV,Yoda...,['yoda'],128,0.0,1.0,0.0,0.0
HAN,EpisodeV,...but it will keep you warm...til I get the shelter built.   Ooh...I thought they smelled bad on the outside!,"['will', 'keep', 'warmtil', 'shelter', 'built', 'oohi', 'thought', 'smelled', 'bad', 'outside']",182,0.219,0.781,0.0,-0.722
ZEV,EpisodeV,"Echo Base...I've got something! Not much, but  it could be a life form.","['echo', 'baseive', 'got', 'something', 'much', 'life', 'form']",6,0.0,1.0,0.0,0.0
ZEV,EpisodeV,"This is Rouge Two. this is Rouge Two. Captain  Solo, so you copy? Commander Skywalker, do you copy? This is Rouge Two.","['rouge', 'two', 'rouge', 'two', 'captain', 'solo', 'copy', 'commander', 'skywalker', 'copy', 'rouge', 'two']",6,0.0,1.0,0.0,0.0
HAN,EpisodeV,Good morning. Nice of you guys to  drop by.,"['good', 'morning', 'nice', 'guys', 'drop']",182,0.152,0.435,0.413,0.5574
ZEV,EpisodeV,"Echo Base...this is Rouge Two. I found  them. Repeat, I found them.","['echo', 'basethis', 'rouge', 'two', 'found', 'repeat', 'found']",6,0.0,1.0,0.0,0.0
THREEPIO,EpisodeV,"Master Luke, sir, it's good to see you fully functional  again.","['master', 'luke', 'sir', 'good', 'see', 'fully', 'functional']",92,0.0,0.775,0.225,0.4404
THREEPIO,EpisodeV,"Artoo expresses his relief, also.","['artoo', 'expresses', 'relief']",92,0.0,0.563,0.437,0.4767
HAN,EpisodeV,"How are you feeling, kid? You don't look so bad to me. In fact,  you look strong enough to pull the ears off a Gundark.","['feeling', 'kid', 'look', 'bad', 'fact', 'look', 'strong', 'enough', 'pull', 'ears', 'gundark']",182,0.144,0.703,0.153,-0.1757
